22600,22600,22600,22600
25163,25163,25163,25163
25331,25331,25331,25331
23771,23771,23771,23771
25277,25277,25277,25277
23482,23482,23482,23482
24427,24427,24427,24427
24262,24262,24262,24262
23273,23273,23273,23273
24679,24679,24679,24679
22948,22948,22948,22948
24483,24483,24483,24483
23824,23824,23824,23824
23083,23083,23083,23083
24314,24314,24314,24314
22586,22586,22586,22586
24265,24265,24265,24265
22978,22978,22978,22978
22782,22782,22782,22782
23942,23942,23942,23942
22373,22373,22373,22373
23994,23994,23994,23994
22456,22456,22456,22456
22951,22951,22951,22951
23746,23746,23746,23746
22116,22116,22116,22116
23795,23795,23795,23795
22261,22261,22261,22261
23263,23263,23263,23263
23379,23379,23379,23379
22008,22008,22008,22008
23638,23638,23638,23638
21962,21962,21962,21962
23035,23035,23035,23035
22766,22766,22766,22766
22051,22051,22051,22051
23472,23472,23472,23472
21738,21738,21738,21738
23294,23294,23294,23294
22640,22640,22640,22640
21851,21851,21851,21851
23328,23328,23328,23328
21642,21642,21642,21642
22962,22962,22962,22962
22473,22473,22473,22473
21781,21781,21781,21781
23212,23212,23212,23212
21554,21554,21554,21554
23066,23066,23066,23066
22515,22515,22515,22515
21849,21849,21849,21849
23170,23170,23170,23170
21478,21478,21478,21478
23061,23061,23061,23061
21973,21973,21973,21973
21688,21688,21688,21688
22810,22810,22810,22810
21226,21226,21226,21226
22850,22850,22850,22850
21382,21382,21382,21382
21767,21767,21767,21767
22726,22726,22726,22726
21134,21134,21134,21134
22773,22773,22773,22773
21389,21389,21389,21389
22145,22145,22145,22145
22524,22524,22524,22524
21230,21230,21230,21230
22795,22795,22795,22795
21235,21235,21235,21235
22098,22098,22098,22098
22381,22381,22381,22381
21354,21354,21354,21354
22892,22892,22892,22892
21296,21296,21296,21296
22605,22605,22605,22605
22386,22386,22386,22386
21481,21481,21481,21481
22930,22930,22930,22930
21372,21372,21372,21372
23021,23021,23021,23021
22243,22243,22243,22243
21595,21595,21595,21595
22964,22964,22964,22964
6932,6932,6932,6932
32767,32767,32767,32767
20119,20119,20119,20119
21738,21738,21738,21738
26341,26341,26341,26341
13221,13221,13221,13221
30510,30510,30510,30510
16126,16126,16126,16126
23264,23264,23264,23264
23115,23115,23115,23115
21034,21034,21034,21034
27391,27391,27391,27391
18053,18053,18053,18053
26411,26411,26411,26411
19405,19405,19405,19405
24362,24362,24362,24362
20786,20786,20786,20786
21434,21434,21434,21434
23548,23548,23548,23548
22018,22018,22018,22018
23891,23891,23891,23891
21213,21213,21213,21213
22846,22846,22846,22846
22232,22232,22232,22232
22825,22825,22825,22825
21522,21522,21522,21522
22634,22634,22634,22634
21527,21527,21527,21527
22759,22759,22759,22759
22024,22024,22024,22024
22446,22446,22446,22446
23189,23189,23189,23189
21503,21503,21503,21503
22935,22935,22935,22935
21533,21533,21533,21533
23224,23224,23224,23224
21493,21493,21493,21493
22571,22571,22571,22571
22710,22710,22710,22710
22275,22275,22275,22275
22542,22542,22542,22542
21609,21609,21609,21609
22852,22852,22852,22852
21249,21249,21249,21249
22907,22907,22907,22907
21530,21530,21530,21530
21800,21800,21800,21800
22705,22705,22705,22705
21143,21143,21143,21143
22531,22531,22531,22531
21215,21215,21215,21215
22524,22524,22524,22524
21175,21175,21175,21175
22269,22269,22269,22269
22039,22039,22039,22039
21180,21180,21180,21180
22766,22766,22766,22766
20818,20818,20818,20818
22647,22647,22647,22647
21240,21240,21240,21240
22118,22118,22118,22118
21700,21700,21700,21700
21301,21301,21301,21301
22053,22053,22053,22053
20893,20893,20893,20893
22472,22472,22472,22472
20568,20568,20568,20568
22065,22065,22065,22065
21564,21564,21564,21564
20717,20717,20717,20717
22159,22159,22159,22159
20365,20365,20365,20365
21878,21878,21878,21878
20403,20403,20403,20403
21437,21437,21437,21437
21446,21446,21446,21446
21092,21092,21092,21092
22144,22144,22144,22144
20924,20924,20924,20924
22792,22792,22792,22792
21011,21011,21011,21011
22524,22524,22524,22524
21903,21903,21903,21903
21381,21381,21381,21381
22609,22609,22609,22609
21330,21330,21330,21330
22645,22645,22645,22645
21255,21255,21255,21255
22843,22843,22843,22843
21376,21376,21376,21376
21922,21922,21922,21922
22350,22350,22350,22350
20876,20876,20876,20876
22706,22706,22706,22706
20960,20960,20960,20960
22425,22425,22425,22425
20719,20719,20719,20719
22516,22516,22516,22516
21270,21270,21270,21270
21704,21704,21704,21704
21929,21929,21929,21929
21052,21052,21052,21052
22316,22316,22316,22316
20964,20964,20964,20964
22479,22479,22479,22479
20813,20813,20813,20813
22261,22261,22261,22261
21722,21722,21722,21722
21060,21060,21060,21060
22440,22440,22440,22440
20683,20683,20683,20683
22503,22503,22503,22503
21080,21080,21080,21080
21780,21780,21780,21780
22064,22064,22064,22064
21101,21101,21101,21101
